epoch,step,train_loss_epoch,train_loss_step,val_loss
130,130,1.9466255903244019,,
131,131,,,8.664377212524414
131,131,1.946618676185608,,
132,132,,,8.673150062561035
132,132,1.9466121196746826,,
133,133,,,8.68187427520752
133,133,1.9466055631637573,,
134,134,,,8.690534591674805
134,134,1.9465993642807007,,
135,135,,,8.699127197265625
135,135,1.946593165397644,,
136,136,,,8.707657814025879
136,136,1.9465868473052979,,
137,137,,,8.716135025024414
137,137,1.9465807676315308,,
138,138,,,8.724566459655762
138,138,1.9465748071670532,,
139,139,,,8.732951164245605
139,139,1.9465688467025757,,
140,140,,,8.741283416748047
140,140,1.9465631246566772,,
141,141,,,8.749561309814453
141,141,1.9465574026107788,,
142,142,,,8.757781982421875
142,142,1.9465516805648804,,
143,143,,,8.765953063964844
143,143,1.9465463161468506,,
144,144,,,8.774088859558105
144,144,1.9465408325195312,,
145,145,,,8.78219985961914
145,145,1.946535348892212,,
146,146,,,8.790289878845215
146,146,1.9465301036834717,,
147,147,,,8.798357009887695
147,147,1.9465248584747314,,
148,148,,,8.806385040283203
148,148,1.9465196132659912,,
149,149,,1.9465144872665405,
149,149,,,8.814362525939941
149,149,1.9465144872665405,,
150,150,,,8.822280883789062
150,150,1.9465094804763794,,
151,151,,,8.83013916015625
151,151,1.9465045928955078,,
152,152,,,8.837943077087402
152,152,1.9464997053146362,,
153,153,,,8.845705032348633
153,153,1.9464950561523438,,
154,154,,,8.853432655334473
154,154,1.946489930152893,,
155,155,,,8.86113166809082
155,155,1.9464855194091797,,
156,156,,,8.868804931640625
156,156,1.9464807510375977,,
157,157,,,8.87645149230957
157,157,1.9464761018753052,,
158,158,,,8.884069442749023
158,158,1.9464718103408813,,
159,159,,,8.891654968261719
159,159,1.946467399597168,,
160,160,,,8.899208068847656
160,160,1.946462869644165,,
161,161,,,8.906723022460938
161,161,1.9464585781097412,,
162,162,,,8.914201736450195
162,162,1.9464541673660278,,
163,163,,,8.921636581420898
163,163,1.946450114250183,,
164,164,,,8.929031372070312
164,164,1.9464460611343384,,
165,165,,,8.936391830444336
165,165,1.946441650390625,,
166,166,,,8.943718910217285
166,166,1.9464377164840698,,
167,167,,,8.95101547241211
167,167,1.9464337825775146,,
168,168,,,8.95828628540039
168,168,1.9464296102523804,,
169,169,,,8.965532302856445
169,169,1.9464257955551147,,
170,170,,,8.97275161743164
170,170,1.9464218616485596,,
171,171,,,8.979942321777344
171,171,1.946418046951294,,
172,172,,,8.987104415893555
172,172,1.9464143514633179,,
173,173,,,8.994236946105957
173,173,1.9464105367660522,,
174,174,,,9.001338958740234
174,174,1.9464070796966553,,
175,175,,,9.008410453796387
175,175,1.9464033842086792,,
176,176,,,9.015450477600098
176,176,1.9463998079299927,,
177,177,,,9.022461891174316
177,177,1.9463961124420166,,
178,178,,,9.029443740844727
178,178,1.9463926553726196,,
179,179,,,9.036398887634277
179,179,1.946389079093933,,
180,180,,,9.04333209991455
180,180,1.9463857412338257,,
181,181,,,9.050241470336914
181,181,1.9463822841644287,,
182,182,,,9.05712890625
182,182,1.9463788270950317,,
183,183,,,9.063990592956543
183,183,1.9463757276535034,,
184,184,,,9.070823669433594
184,184,1.946372628211975,,
185,185,,,9.077629089355469
185,185,1.9463690519332886,,
186,186,,,9.084407806396484
186,186,1.9463659524917603,,
187,187,,,9.091161727905273
187,187,1.9463627338409424,,
188,188,,,9.097894668579102
188,188,1.946359634399414,,
189,189,,,9.104605674743652
189,189,1.9463565349578857,,
190,190,,,9.111296653747559
190,190,1.946353554725647,,
191,191,,,9.117962837219238
191,191,1.946350336074829,,
192,192,,,9.124606132507324
192,192,1.9463472366333008,,
193,193,,,9.131224632263184
193,193,1.9463446140289307,,
194,194,,,9.137821197509766
194,194,1.9463415145874023,,
195,195,,,9.144394874572754
195,195,1.9463385343551636,,
196,196,,,9.150946617126465
196,196,1.9463356733322144,,
197,197,,,9.157478332519531
197,197,1.9463329315185547,,
198,198,,,9.16398811340332
198,198,1.946330189704895,,
199,199,,1.9463273286819458,
199,199,,,9.170475959777832
199,199,1.9463273286819458,,
200,200,,,9.1769437789917
200,200,1.9463244676589966,,
201,201,,,9.183392524719238
201,201,1.946321725845337,,
202,202,,,9.18982219696045
202,202,1.9463189840316772,,
203,203,,,9.196234703063965
203,203,1.9463164806365967,,
204,204,,,9.202625274658203
204,204,1.946313738822937,,
205,205,,,9.20899486541748
205,205,1.946311116218567,,
206,206,,,9.215344429016113
206,206,1.9463087320327759,,
207,207,,,9.221672058105469
207,207,1.9463061094284058,,
208,208,,,9.227982521057129
208,208,1.946303367614746,,
209,209,,,9.234272956848145
209,209,1.9463008642196655,,
210,210,,,9.240547180175781
210,210,1.9462984800338745,,
211,211,,,9.246805191040039
211,211,1.946295976638794,,
212,212,,,9.253045082092285
212,212,1.9462937116622925,,
213,213,,,9.259265899658203
213,213,1.9462909698486328,,
214,214,,,9.26546859741211
214,214,1.9462889432907104,,
215,215,,,9.271655082702637
215,215,1.9462863206863403,,
216,216,,,9.277823448181152
216,216,1.9462839365005493,,
217,217,,,9.28397274017334
217,217,1.9462816715240479,,
218,218,,,9.290104866027832
218,218,1.9462792873382568,,
219,219,,,9.296220779418945
219,219,1.946277379989624,,
220,220,,,9.302319526672363
220,220,1.946274757385254,,
221,221,,,9.308402061462402
221,221,1.946272611618042,,
222,222,,,9.314468383789062
222,222,1.9462703466415405,,
223,223,,,9.32051944732666
223,223,1.9462683200836182,,
224,224,,,9.326554298400879
224,224,1.9462660551071167,,
225,225,,,9.332572937011719
225,225,1.9462640285491943,,
226,226,,,9.33857536315918
226,226,1.946262001991272,,
227,227,,,9.344561576843262
227,227,1.9462594985961914,,
228,228,,,9.350530624389648
228,228,1.946257472038269,,
229,229,,,9.356485366821289
229,229,1.9462554454803467,,
230,230,,,9.36242389678955
230,230,1.9462534189224243,,
231,231,,,9.368348121643066
231,231,1.9462511539459229,,
232,232,,,9.374255180358887
232,232,1.94624924659729,,
233,233,,,9.380149841308594
233,233,1.9462474584579468,,
234,234,,,9.386028289794922
234,234,1.9462453126907349,,
235,235,,,9.391891479492188
235,235,1.9462432861328125,,
236,236,,,9.397738456726074
236,236,1.9462413787841797,,
237,237,,,9.403570175170898
237,237,1.9462394714355469,,
238,238,,,9.409387588500977
238,238,1.946237564086914,,
239,239,,,9.415190696716309
239,239,1.9462356567382812,,
240,240,,,9.420978546142578
240,240,1.946233868598938,,
241,241,,,9.426752090454102
241,241,1.9462318420410156,,
242,242,,,9.432511329650879
242,242,1.9462300539016724,,
243,243,,,9.438255310058594
243,243,1.946228265762329,,
244,244,,,9.44398307800293
244,244,1.9462264776229858,,
245,245,,,9.449699401855469
245,245,1.946224570274353,,
246,246,,,9.455397605895996
246,246,1.9462229013442993,,
247,247,,,9.46108341217041
247,247,1.946221113204956,,
248,248,,,9.466753005981445
248,248,1.9462193250656128,,
249,249,,1.9462175369262695,
249,249,,,9.47240924835205
249,249,1.9462175369262695,,
250,250,,,9.478050231933594
250,250,1.9462157487869263,,
251,251,,,9.48367691040039
251,251,1.9462140798568726,,
252,252,,,9.489288330078125
252,252,1.9462124109268188,,
253,253,,,9.494884490966797
253,253,1.9462108612060547,,
254,254,,,9.500468254089355
254,254,1.9462089538574219,,
255,255,,,9.506034851074219
255,255,1.9462074041366577,,
256,256,,,9.511588096618652
256,256,1.9462058544158936,,
257,257,,,9.517125129699707
257,257,1.9462041854858398,,
258,258,,,9.522647857666016
258,258,1.9462026357650757,,
259,259,,,9.528156280517578
259,259,1.946200966835022,,
260,260,,,9.533649444580078
260,260,1.9461994171142578,,
261,261,,,9.539127349853516
261,261,1.9461976289749146,,
262,262,,,9.54458999633789
262,262,1.94619619846344,,
263,263,,,9.550039291381836
263,263,1.9461947679519653,,
264,264,,,9.555471420288086
264,264,1.946192979812622,,
265,265,,,9.560887336730957
265,265,1.9461915493011475,,
266,266,,,9.566288948059082
266,266,1.9461902379989624,,
267,267,,,9.571675300598145
267,267,1.9461886882781982,,
268,268,,,9.577046394348145
268,268,1.9461870193481445,,
269,269,,,9.582401275634766
269,269,1.9461857080459595,,
270,270,,,9.58774185180664
270,270,1.9461842775344849,,
271,271,,,9.59306526184082
271,271,1.946182370185852,,
272,272,,,9.598373413085938
272,272,1.946181297302246,,
273,273,,,9.603666305541992
273,273,1.946179747581482,,
274,274,,,9.608942031860352
274,274,1.9461784362792969,,
275,275,,,9.614202499389648
275,275,1.9461771249771118,,
276,276,,,9.619446754455566
276,276,1.9461755752563477,,
277,277,,,9.624673843383789
277,277,1.9461742639541626,,
278,278,,,9.629884719848633
278,278,1.946172833442688,,
279,279,,,9.635082244873047
279,279,1.9461716413497925,,
280,280,,,9.640260696411133
280,280,1.9461702108383179,,
281,281,,,9.645421981811523
281,281,1.9461688995361328,,
282,282,,,9.650568008422852
282,282,1.9461675882339478,,
283,283,,,9.6556978225708
283,283,1.9461662769317627,,
284,284,,,9.660810470581055
284,284,1.946164846420288,,
285,285,,,9.665905952453613
285,285,1.9461637735366821,,
286,286,,,9.67098617553711
286,286,1.9461623430252075,,
287,287,,,9.676048278808594
287,287,1.946161150932312,,
288,288,,,9.6810941696167
288,288,1.9461596012115479,,
289,289,,,9.68612289428711
289,289,1.9461586475372314,,
290,290,,,9.69113540649414
290,290,1.9461573362350464,,
291,291,,,9.696130752563477
291,291,1.9461561441421509,,
292,292,,,9.7011079788208
292,292,1.9461547136306763,,
293,293,,,9.706069946289062
293,293,1.9461536407470703,,
294,294,,,9.711012840270996
294,294,1.9461524486541748,,
295,295,,,9.715941429138184
295,295,1.9461511373519897,,
296,296,,,9.72085189819336
296,296,1.9461500644683838,,
297,297,,,9.72574520111084
297,297,1.9461488723754883,,
298,298,,,9.730622291564941
298,298,1.9461476802825928,,
299,299,,1.9461463689804077,
299,299,,,9.735483169555664
299,299,1.9461463689804077,,
300,300,,,9.740324974060059
300,300,1.9461452960968018,,
301,301,,,9.74515151977539
301,301,1.9461442232131958,,
302,302,,,9.749960899353027
302,302,1.9461430311203003,,
303,303,,,9.754753112792969
303,303,1.9461418390274048,,
304,304,,,9.759529113769531
304,304,1.946141004562378,,
305,305,,,9.764289855957031
305,305,1.9461395740509033,,
306,306,,,9.769033432006836
306,306,1.9461383819580078,,
307,307,,,9.773759841918945
307,307,1.946137547492981,,
308,308,,,9.77846908569336
308,308,1.946136474609375,,
309,309,,,9.783164978027344
309,309,1.9461355209350586,,
310,310,,,9.787841796875
310,310,1.946134328842163,,
311,311,,,9.79250431060791
311,311,1.9461332559585571,,
312,312,,,9.797151565551758
312,312,1.9461323022842407,,
313,313,,,9.801780700683594
313,313,1.9461313486099243,,
314,314,,,9.806396484375
314,314,1.9461299180984497,,
315,315,,,9.810994148254395
315,315,1.9461289644241333,,
316,316,,,9.815577507019043
316,316,1.9461281299591064,,
317,317,,,9.820145606994629
317,317,1.9461270570755005,,
318,318,,,9.824698448181152
318,318,1.946126103401184,,
319,319,,,9.829235076904297
319,319,1.9461250305175781,,
320,320,,,9.833757400512695
320,320,1.9461239576339722,,
321,321,,,9.838263511657715
321,321,1.9461231231689453,,
322,322,,,9.842755317687988
322,322,1.946122169494629,,
323,323,,,9.8472318649292
323,323,1.946121335029602,,
324,324,,,9.851694107055664
324,324,1.9461201429367065,,
325,325,,,9.8561429977417
325,325,1.9461193084716797,,
326,326,,,9.860575675964355
326,326,1.9461182355880737,,
327,327,,,9.864995002746582
327,327,1.9461172819137573,,
328,328,,,9.869399070739746
328,328,1.9461164474487305,,
329,329,,,9.87378978729248
329,329,1.946115493774414,,
330,330,,,9.878166198730469
330,330,1.9461145401000977,,
331,331,,,9.882528305053711
331,331,1.9461137056350708,,
332,332,,,9.886877059936523
332,332,1.9461127519607544,,
333,333,,,9.891210556030273
333,333,1.9461119174957275,,
334,334,,,9.895532608032227
334,334,1.9461109638214111,,
335,335,,,9.899840354919434
335,335,1.9461100101470947,,
336,336,,,9.904135704040527
336,336,1.9461091756820679,,
337,337,,,9.908415794372559
337,337,1.9461082220077515,,
338,338,,,9.912683486938477
338,338,1.9461075067520142,,
339,339,,,9.916937828063965
339,339,1.9461066722869873,,
340,340,,,9.92117977142334
340,340,1.946105718612671,,
341,341,,,9.925408363342285
341,341,1.946104884147644,,
342,342,,,9.929622650146484
342,342,1.9461040496826172,,
343,343,,,9.933826446533203
343,343,1.9461032152175903,,
344,344,,,9.938016891479492
344,344,1.9461023807525635,,
345,345,,,9.942193984985352
345,345,1.9461013078689575,,
346,346,,,9.946359634399414
346,346,1.9461004734039307,,
347,347,,,9.950511932373047
347,347,1.9460999965667725,,
348,348,,,9.954651832580566
348,348,1.946099042892456,,
349,349,,1.9460983276367188,
349,349,,,9.958780288696289
349,349,1.9460983276367188,,
350,350,,,9.962896347045898
350,350,1.9460973739624023,,
351,351,,,9.967000007629395
351,351,1.946096658706665,,
352,352,,,9.971091270446777
352,352,1.9460958242416382,,
353,353,,,9.975171089172363
353,353,1.9460951089859009,,
354,354,,,9.979238510131836
354,354,1.9460943937301636,,
355,355,,,9.983294486999512
355,355,1.9460935592651367,,
356,356,,,9.98733901977539
356,356,1.9460927248001099,,
357,357,,,9.991371154785156
357,357,1.946091890335083,,
358,358,,,9.995393753051758
358,358,1.9460912942886353,,
359,359,,,9.999402046203613
359,359,1.946090579032898,,
360,360,,,10.003400802612305
360,360,1.946089744567871,,
361,361,,,10.0073881149292
361,361,1.9460889101028442,,
362,362,,,10.01136302947998
362,362,1.946088194847107,,
363,363,,,10.015326499938965
363,363,1.9460874795913696,,
364,364,,,10.019279479980469
364,364,1.9460867643356323,,
365,365,,,10.023221969604492
365,365,1.946086049079895,,
366,366,,,10.027152061462402
366,366,1.9460852146148682,,
367,367,,,10.031072616577148
367,367,1.9460846185684204,,
368,368,,,10.034981727600098
368,368,1.946083903312683,,
369,369,,,10.03887939453125
369,369,1.9460831880569458,,
370,370,,,10.042766571044922
370,370,1.946082353591919,,
371,371,,,10.046643257141113
371,371,1.9460817575454712,,
372,372,,,10.050508499145508
372,372,1.9460811614990234,,
373,373,,,10.054363250732422
373,373,1.9460804462432861,,
374,374,,,10.058208465576172
374,374,1.9460798501968384,,
375,375,,,10.062042236328125
375,375,1.9460790157318115,,
376,376,,,10.065865516662598
376,376,1.9460784196853638,,
377,377,,,10.069679260253906
377,377,1.9460777044296265,,
378,378,,,10.073481559753418
378,378,1.9460771083831787,,
379,379,,,10.077274322509766
379,379,1.946076512336731,,
380,380,,,10.081056594848633
380,380,1.946075677871704,,
381,381,,,10.08482837677002
381,381,1.9460750818252563,,
382,382,,,10.088589668273926
382,382,1.9460746049880981,,
383,383,,,10.092341423034668
383,383,1.9460737705230713,,
384,384,,,10.096083641052246
384,384,1.9460731744766235,,
385,385,,,10.099815368652344
385,385,1.9460725784301758,,
386,386,,,10.103537559509277
386,386,1.9460718631744385,,
387,387,,,10.10724925994873
387,387,1.9460712671279907,,
388,388,,,10.11095142364502
388,388,1.946070671081543,,
389,389,,,10.114645004272461
389,389,1.9460699558258057,,
390,390,,,10.118327140808105
390,390,1.946069359779358,,
391,391,,,10.121999740600586
391,391,1.9460686445236206,,
392,392,,,10.125662803649902
392,392,1.9460680484771729,,
393,393,,,10.129317283630371
393,393,1.9460676908493042,,
394,394,,,10.13296127319336
394,394,1.946066975593567,,
395,395,,,10.136595726013184
395,395,1.9460664987564087,,
396,396,,,10.140220642089844
396,396,1.9460657835006714,,
397,397,,,10.143838882446289
397,397,1.9460651874542236,,
398,398,,,10.147445678710938
398,398,1.9460645914077759,,
399,399,,1.9460639953613281,
399,399,,,10.151043891906738
399,399,1.9460639953613281,,
400,400,,,10.154630661010742
400,400,1.9460636377334595,,
401,401,,,10.158209800720215
401,401,1.9460629224777222,,
402,402,,,10.16178035736084
402,402,1.9460622072219849,,
403,403,,,10.1653413772583
403,403,1.9460618495941162,,
404,404,,,10.16889476776123
404,404,1.9460612535476685,,
405,405,,,10.172436714172363
405,405,1.9460607767105103,,
406,406,,,10.175971031188965
406,406,1.946060061454773,,
407,407,,,10.179495811462402
407,407,1.9460594654083252,,
408,408,,,10.183012962341309
408,408,1.946058988571167,,
409,409,,,10.18652057647705
409,409,1.9460583925247192,,
410,410,,,10.190019607543945
410,410,1.946057677268982,,
411,411,,,10.193510055541992
411,411,1.9460573196411133,,
412,412,,,10.196990966796875
412,412,1.9460567235946655,,
413,413,,,10.20046329498291
413,413,1.9460563659667969,,
414,414,,,10.203927040100098
414,414,1.9460556507110596,,
415,415,,,10.207383155822754
415,415,1.9460551738739014,,
416,416,,,10.210830688476562
416,416,1.946054458618164,,
417,417,,,10.214269638061523
417,417,1.946054220199585,,
418,418,,,10.21769905090332
418,418,1.9460536241531372,,
419,419,,,10.221120834350586
419,419,1.946053147315979,,
420,420,,,10.22453498840332
420,420,1.9460525512695312,,
421,421,,,10.22793960571289
421,421,1.9460519552230835,,
422,422,,,10.23133659362793
422,422,1.9460515975952148,,
423,423,,,10.234726905822754
423,423,1.946051001548767,,
424,424,,,10.238107681274414
424,424,1.9460506439208984,,
425,425,,,10.241479873657227
425,425,1.9460502862930298,,
426,426,,,10.244844436645508
426,426,1.946049451828003,,
427,427,,,10.248201370239258
427,427,1.9460490942001343,,
428,428,,,10.251550674438477
428,428,1.946048617362976,,
429,429,,,10.254891395568848
429,429,1.9460480213165283,,
430,430,,,10.258223533630371
430,430,1.9460476636886597,,
431,431,,,10.26154899597168
431,431,1.9460471868515015,,
432,432,,,10.264866828918457
432,432,1.9460467100143433,,
433,433,,,10.268176078796387
433,433,1.946045994758606,,
434,434,,,10.271478652954102
434,434,1.9460457563400269,,
435,435,,,10.274772644042969
435,435,1.946045160293579,,
436,436,,,10.278060913085938
436,436,1.9460448026657104,,
437,437,,,10.281338691711426
437,437,1.9460442066192627,,
438,438,,,10.2846097946167
438,438,1.9460439682006836,,
439,439,,,10.287874221801758
439,439,1.9460432529449463,,
440,440,,,10.291130065917969
440,440,1.9460428953170776,,
441,441,,,10.294379234313965
441,441,1.9460424184799194,,
442,442,,,10.29762077331543
442,442,1.9460420608520508,,
443,443,,,10.30085563659668
443,443,1.9460417032241821,,
444,444,,,10.304082870483398
444,444,1.9460408687591553,,
445,445,,,10.30730152130127
445,445,1.9460407495498657,,
446,446,,,10.31051254272461
446,446,1.946040153503418,,
447,447,,,10.313718795776367
447,447,1.9460397958755493,,
448,448,,,10.316915512084961
448,448,1.9460393190383911,,
449,449,,1.946038842201233,
449,449,,,10.320106506347656
449,449,1.946038842201233,,
450,450,,,10.32328987121582
450,450,1.9460384845733643,,
451,451,,,10.32646656036377
451,451,1.9460381269454956,,
452,452,,,10.329635620117188
452,452,1.9460375308990479,,
453,453,,,10.33279800415039
453,453,1.9460370540618896,,
454,454,,,10.335953712463379
454,454,1.9460369348526,,
455,455,,,10.339101791381836
455,455,1.946036458015442,,
456,456,,,10.342244148254395
456,456,1.9460359811782837,,
457,457,,,10.345377922058105
457,457,1.9460355043411255,,
458,458,,,10.348505973815918
458,458,1.9460350275039673,,
459,459,,,10.351627349853516
459,459,1.9460346698760986,,
460,460,,,10.354742050170898
460,460,1.94603431224823,,
461,461,,,10.35784912109375
461,461,1.9460338354110718,,
462,462,,,10.360950469970703
462,462,1.9460334777832031,,
463,463,,,10.364044189453125
463,463,1.9460331201553345,,
464,464,,,10.367133140563965
464,464,1.9460327625274658,,
465,465,,,10.37021255493164
465,465,1.946032166481018,,
466,466,,,10.37328815460205
466,466,1.9460318088531494,,
467,467,,,10.37635612487793
467,467,1.9460313320159912,,
468,468,,,10.37941837310791
468,468,1.9460309743881226,,
469,469,,,10.382472038269043
469,469,1.9460307359695435,,
470,470,,,10.385520935058594
470,470,1.9460303783416748,,
471,471,,,10.38856315612793
471,471,1.9460296630859375,,
472,472,,,10.391599655151367
472,472,1.9460296630859375,,
473,473,,,10.394630432128906
473,473,1.9460290670394897,,
474,474,,,10.397651672363281
474,474,1.946028709411621,,
475,475,,,10.400670051574707
475,475,1.946028470993042,,
476,476,,,10.403680801391602
476,476,1.9460279941558838,,
477,477,,,10.406685829162598
477,477,1.946027398109436,,
478,478,,,10.409684181213379
478,478,1.9460275173187256,,
