epoch,step,train_loss_epoch,train_loss_step,val_loss
479,479,,,10.412676811218262
479,479,1.9460268020629883,,
480,480,,,10.41566276550293
480,480,1.9460265636444092,,
481,481,,,10.418643951416016
481,481,1.9460262060165405,,
482,482,,,10.42161750793457
482,482,1.9460257291793823,,
483,483,,,10.424586296081543
483,483,1.9460252523422241,,
484,484,,,10.4275484085083
484,484,1.946025013923645,,
485,485,,,10.430503845214844
485,485,1.946024775505066,,
486,486,,,10.433455467224121
486,486,1.9460242986679077,,
487,487,,,10.436399459838867
487,487,1.9460240602493286,,
488,488,,,10.439337730407715
488,488,1.94602370262146,,
489,489,,,10.442269325256348
489,489,1.9460231065750122,,
490,490,,,10.445196151733398
490,490,1.9460229873657227,,
491,491,,,10.44811725616455
491,491,1.946022629737854,,
492,492,,,10.451032638549805
492,492,1.9460221529006958,,
493,493,,,10.45394229888916
493,493,1.9460219144821167,,
494,494,,,10.456846237182617
494,494,1.9460214376449585,,
495,495,,,10.459744453430176
495,495,1.9460210800170898,,
496,496,,,10.462636947631836
496,496,1.9460208415985107,,
497,497,,,10.465523719787598
497,497,1.9460203647613525,,
498,498,,,10.468404769897461
498,498,1.9460201263427734,,
499,499,,1.9460195302963257,
499,499,,,10.47127914428711
499,499,1.9460195302963257,,
500,500,,,10.474149703979492
500,500,1.9460194110870361,,
501,501,,,10.477014541625977
501,501,1.946019172668457,,
502,502,,,10.47987174987793
502,502,1.9460188150405884,,
503,503,,,10.482725143432617
503,503,1.9460184574127197,,
504,504,,,10.485573768615723
504,504,1.9460182189941406,,
505,505,,,10.488415718078613
505,505,1.9460179805755615,,
506,506,,,10.491252899169922
506,506,1.9460175037384033,,
507,507,,,10.494085311889648
507,507,1.9460171461105347,,
508,508,,,10.49691104888916
508,508,1.9460169076919556,,
509,509,,,10.499731063842773
509,509,1.9460164308547974,,
510,510,,,10.502547264099121
510,510,1.9460161924362183,,
511,511,,,10.50535774230957
511,511,1.9460159540176392,,
512,512,,,10.508163452148438
512,512,1.94601571559906,,
513,513,,,10.510963439941406
513,513,1.9460152387619019,,
514,514,,,10.51375675201416
514,514,1.9460150003433228,,
515,515,,,10.516547203063965
515,515,1.9460145235061646,,
516,516,,,10.519331932067871
516,516,1.946014404296875,,
517,517,,,10.522109031677246
517,517,1.946014165878296,,
518,518,,,10.524883270263672
518,518,1.9460136890411377,,
519,519,,,10.527652740478516
519,519,1.946013331413269,,
520,520,,,10.530416488647461
520,520,1.9460132122039795,,
521,521,,,10.533175468444824
521,521,1.9460128545761108,,
522,522,,,10.535930633544922
522,522,1.9460124969482422,,
523,523,,,10.538677215576172
523,523,1.9460123777389526,,
524,524,,,10.541421890258789
524,524,1.9460117816925049,,
525,525,,,10.544159889221191
525,525,1.9460114240646362,,
526,526,,,10.546895027160645
526,526,1.9460113048553467,,
527,527,,,10.549623489379883
527,527,1.9460111856460571,,
528,528,,,10.552347183227539
528,528,1.9460105895996094,,
529,529,,,10.555066108703613
529,529,1.9460104703903198,,
530,530,,,10.557781219482422
530,530,1.9460102319717407,,
531,531,,,10.560490608215332
531,531,1.946009874343872,,
532,532,,,10.56319522857666
532,532,1.946009635925293,,
533,533,,,10.565895080566406
533,533,1.9460093975067139,,
534,534,,,10.56859016418457
534,534,1.9460089206695557,,
535,535,,,10.571279525756836
535,535,1.9460086822509766,,
536,536,,,10.573966979980469
536,536,1.946008563041687,,
537,537,,,10.576647758483887
537,537,1.9460080862045288,,
538,538,,,10.579322814941406
538,538,1.9460078477859497,,
539,539,,,10.581995010375977
539,539,1.9460076093673706,,
540,540,,,10.584661483764648
540,540,1.9460073709487915,,
541,541,,,10.587324142456055
541,541,1.9460073709487915,,
542,542,,,10.589982986450195
542,542,1.9460070133209229,,
543,543,,,10.592634201049805
543,543,1.9460065364837646,,
544,544,,,10.595282554626465
544,544,1.946006417274475,,
545,545,,,10.597928047180176
545,545,1.946005940437317,,
546,546,,,10.600566864013672
546,546,1.9460057020187378,,
547,547,,,10.603200912475586
547,547,1.9460054636001587,,
548,548,,,10.60583209991455
548,548,1.9460052251815796,,
549,549,,1.946004867553711,
549,549,,,10.608457565307617
549,549,1.946004867553711,,
550,550,,,10.611078262329102
550,550,1.9460047483444214,,
551,551,,,10.613696098327637
551,551,1.9460045099258423,,
552,552,,,10.616308212280273
552,552,1.9460041522979736,,
553,553,,,10.618915557861328
553,553,1.946003794670105,,
554,554,,,10.621520042419434
554,554,1.946003794670105,,
555,555,,,10.624119758605957
555,555,1.9460033178329468,,
556,556,,,10.626714706420898
556,556,1.9460030794143677,,
557,557,,,10.629304885864258
557,557,1.9460029602050781,,
558,558,,,10.631892204284668
558,558,1.9460023641586304,,
559,559,,,10.63447380065918
559,559,1.9460022449493408,,
560,560,,,10.63705062866211
560,560,1.9460021257400513,,
561,561,,,10.63962459564209
561,561,1.9460018873214722,,
562,562,,,10.642193794250488
562,562,1.9460017681121826,,
563,563,,,10.644758224487305
563,563,1.9460012912750244,,
564,564,,,10.647318840026855
564,564,1.9460010528564453,,
565,565,,,10.649874687194824
565,565,1.9460008144378662,,
566,566,,,10.652427673339844
566,566,1.9460004568099976,,
567,567,,,10.654975891113281
567,567,1.946000337600708,,
568,568,,,10.65751838684082
568,568,1.9460002183914185,,
569,569,,,10.660058975219727
569,569,1.9459998607635498,,
570,570,,,10.662595748901367
570,570,1.9459997415542603,,
571,571,,,10.66512680053711
571,571,1.9459993839263916,,
572,572,,,10.667654037475586
572,572,1.9459991455078125,,
573,573,,,10.670178413391113
573,573,1.9459989070892334,,
574,574,,,10.672697067260742
574,574,1.9459985494613647,,
575,575,,,10.675212860107422
575,575,1.9459983110427856,,
576,576,,,10.677724838256836
576,576,1.945998191833496,,
577,577,,,10.680230140686035
577,577,1.945997953414917,,
578,578,,,10.682733535766602
578,578,1.9459978342056274,,
579,579,,,10.685234069824219
579,579,1.9459974765777588,,
580,580,,,10.687729835510254
580,580,1.9459971189498901,,
581,581,,,10.69021987915039
581,581,1.9459969997406006,,
582,582,,,10.692708969116211
582,582,1.945996880531311,,
583,583,,,10.695191383361816
583,583,1.9459965229034424,,
584,584,,,10.697670936584473
584,584,1.9459964036941528,,
585,585,,,10.700145721435547
585,585,1.9459961652755737,,
586,586,,,10.702618598937988
586,586,1.9459959268569946,,
587,587,,,10.705086708068848
587,587,1.945995569229126,,
588,588,,,10.707551956176758
588,588,1.9459954500198364,,
589,589,,,10.71001148223877
589,589,1.9459953308105469,,
590,590,,,10.712468147277832
590,590,1.9459950923919678,,
591,591,,,10.714920997619629
591,591,1.9459947347640991,,
592,592,,,10.717369079589844
592,592,1.94599449634552,,
593,593,,,10.719815254211426
593,593,1.9459943771362305,,
594,594,,,10.72225570678711
594,594,1.9459941387176514,,
595,595,,,10.724693298339844
595,595,1.9459940195083618,,
596,596,,,10.727127075195312
596,596,1.9459937810897827,,
597,597,,,10.729558944702148
597,597,1.945993423461914,,
598,598,,,10.73198413848877
598,598,1.945993423461914,,
599,599,,1.9459930658340454,
599,599,,,10.734406471252441
599,599,1.9459930658340454,,
600,600,,,10.736825942993164
600,600,1.9459927082061768,,
601,601,,,10.739242553710938
601,601,1.9459927082061768,,
602,602,,,10.741654396057129
602,602,1.9459924697875977,,
603,603,,,10.744061470031738
603,603,1.9459922313690186,,
604,604,,,10.746465682983398
604,604,1.9459917545318604,,
605,605,,,10.74886703491211
605,605,1.9459917545318604,,
606,606,,,10.751264572143555
606,606,1.9459915161132812,,
607,607,,,10.753658294677734
607,607,1.9459912776947021,,
608,608,,,10.756048202514648
608,608,1.9459909200668335,,
609,609,,,10.75843620300293
609,609,1.9459909200668335,,
610,610,,,10.760818481445312
610,610,1.9459906816482544,,
611,611,,,10.763198852539062
611,611,1.9459905624389648,,
612,612,,,10.765573501586914
612,612,1.9459904432296753,,
613,613,,,10.767946243286133
613,613,1.9459902048110962,,
614,614,,,10.770315170288086
614,614,1.945989966392517,,
615,615,,,10.772680282592773
615,615,1.945989727973938,,
616,616,,,10.775042533874512
616,616,1.9459896087646484,,
617,617,,,10.777400970458984
617,617,1.9459893703460693,,
618,618,,,10.779756546020508
618,618,1.9459890127182007,,
619,619,,,10.78210735321045
619,619,1.9459887742996216,,
620,620,,,10.784455299377441
620,620,1.9459887742996216,,
621,621,,,10.7868013381958
621,621,1.945988655090332,,
622,622,,,10.789142608642578
622,622,1.945988416671753,,
623,623,,,10.791481018066406
623,623,1.9459880590438843,,
624,624,,,10.793814659118652
624,624,1.9459879398345947,,
625,625,,,10.796146392822266
625,625,1.9459878206253052,,
626,626,,,10.79847526550293
626,626,1.9459877014160156,,
627,627,,,10.800800323486328
627,627,1.9459874629974365,,
628,628,,,10.803119659423828
628,628,1.9459871053695679,,
629,629,,,10.805437088012695
629,629,1.9459868669509888,,
630,630,,,10.807751655578613
630,630,1.9459868669509888,,
631,631,,,10.810064315795898
631,631,1.9459866285324097,,
632,632,,,10.812371253967285
632,632,1.9459865093231201,,
633,633,,,10.814676284790039
633,633,1.9459863901138306,,
634,634,,,10.816977500915527
634,634,1.9459861516952515,,
635,635,,,10.819275856018066
635,635,1.9459859132766724,,
636,636,,,10.821572303771973
636,636,1.9459857940673828,,
637,637,,,10.823863983154297
637,637,1.9459855556488037,,
638,638,,,10.826152801513672
638,638,1.9459854364395142,,
639,639,,,10.828437805175781
639,639,1.945985198020935,,
640,640,,,10.830719947814941
640,640,1.945984959602356,,
641,641,,,10.832999229431152
641,641,1.9459848403930664,,
642,642,,,10.835274696350098
642,642,1.9459847211837769,,
643,643,,,10.837547302246094
643,643,1.9459846019744873,,
644,644,,,10.839818000793457
644,644,1.9459844827651978,,
645,645,,,10.842083930969238
645,645,1.9459840059280396,,
646,646,,,10.84434700012207
646,646,1.94598388671875,,
647,647,,,10.846606254577637
647,647,1.945983648300171,,
648,648,,,10.848864555358887
648,648,1.945983648300171,,
649,649,,1.9459832906723022,
649,649,,,10.851118087768555
649,649,1.9459832906723022,,
650,650,,,10.853368759155273
650,650,1.9459831714630127,,
651,651,,,10.855616569519043
651,651,1.9459831714630127,,
652,652,,,10.857860565185547
652,652,1.945982813835144,,
653,653,,,10.860102653503418
653,653,1.945982813835144,,
654,654,,,10.862340927124023
654,654,1.945982575416565,,
655,655,,,10.864577293395996
655,655,1.9459822177886963,,
656,656,,,10.866809844970703
656,656,1.9459820985794067,,
657,657,,,10.869039535522461
657,657,1.9459819793701172,,
658,658,,,10.871265411376953
658,658,1.945981740951538,,
659,659,,,10.873489379882812
659,659,1.945981740951538,,
660,660,,,10.875709533691406
660,660,1.9459813833236694,,
661,661,,,10.87792682647705
661,661,1.9459811449050903,,
662,662,,,10.880142211914062
662,662,1.9459812641143799,,
663,663,,,10.882352828979492
663,663,1.9459810256958008,,
664,664,,,10.884561538696289
664,664,1.9459810256958008,,
665,665,,,10.886767387390137
665,665,1.9459809064865112,,
666,666,,,10.888970375061035
666,666,1.9459803104400635,,
667,667,,,10.8911714553833
667,667,1.9459803104400635,,
668,668,,,10.893367767333984
668,668,1.945980191230774,,
669,669,,,10.895561218261719
669,669,1.9459800720214844,,
670,670,,,10.897751808166504
670,670,1.9459798336029053,,
671,671,,,10.89993953704834
671,671,1.9459797143936157,,
672,672,,,10.90212631225586
672,672,1.9459794759750366,,
673,673,,,10.904308319091797
673,673,1.9459792375564575,,
674,674,,,10.906488418579102
674,674,1.9459792375564575,,
675,675,,,10.90866470336914
675,675,1.945979118347168,,
676,676,,,10.910839080810547
676,676,1.9459788799285889,,
677,677,,,10.913008689880371
677,677,1.9459787607192993,,
678,678,,,10.915176391601562
678,678,1.9459785223007202,,
679,679,,,10.917342185974121
679,679,1.9459784030914307,,
680,680,,,10.91950511932373
680,680,1.9459782838821411,,
681,681,,,10.921664237976074
681,681,1.945978045463562,,
682,682,,,10.923821449279785
682,682,1.9459779262542725,,
683,683,,,10.92597484588623
683,683,1.945977807044983,,
684,684,,,10.928126335144043
684,684,1.9459775686264038,,
685,685,,,10.930274963378906
685,685,1.9459775686264038,,
686,686,,,10.932421684265137
686,686,1.9459773302078247,,
687,687,,,10.934564590454102
687,687,1.9459773302078247,,
688,688,,,10.936704635620117
688,688,1.9459770917892456,,
689,689,,,10.9388427734375
689,689,1.9459770917892456,,
690,690,,,10.940977096557617
690,690,1.9459768533706665,,
691,691,,,10.943108558654785
691,691,1.9459764957427979,,
692,692,,,10.945239067077637
692,692,1.9459763765335083,,
693,693,,,10.947364807128906
693,693,1.9459763765335083,,
694,694,,,10.949488639831543
694,694,1.9459762573242188,,
695,695,,,10.951610565185547
695,695,1.9459760189056396,,
696,696,,,10.953728675842285
696,696,1.94597589969635,,
697,697,,,10.955845832824707
697,697,1.94597589969635,,
698,698,,,10.957958221435547
698,698,1.9459755420684814,,
699,699,,1.9459755420684814,
699,699,,,10.96006965637207
699,699,1.9459755420684814,,
700,700,,,10.962179183959961
700,700,1.945975422859192,,
701,701,,,10.96428394317627
701,701,1.9459753036499023,,
702,702,,,10.966386795043945
702,702,1.9459750652313232,,
703,703,,,10.968487739562988
703,703,1.945974588394165,,
704,704,,,10.97058391571045
704,704,1.9459749460220337,,
705,705,,,10.972679138183594
705,705,1.945974588394165,,
706,706,,,10.974772453308105
706,706,1.9459744691848755,,
707,707,,,10.976862907409668
707,707,1.9459742307662964,,
708,708,,,10.978949546813965
708,708,1.9459741115570068,,
709,709,,,10.981033325195312
709,709,1.9459739923477173,,
710,710,,,10.983116149902344
710,710,1.9459741115570068,,
711,711,,,10.985197067260742
711,711,1.9459736347198486,,
712,712,,,10.987273216247559
712,712,1.9459737539291382,,
713,713,,,10.989348411560059
713,713,1.945973515510559,,
714,714,,,10.991419792175293
714,714,1.9459733963012695,,
715,715,,,10.993490219116211
715,715,1.94597327709198,,
716,716,,,10.995556831359863
716,716,1.9459730386734009,,
717,717,,,10.997621536254883
717,717,1.9459728002548218,,
718,718,,,10.999683380126953
718,718,1.9459728002548218,,
719,719,,,11.00174331665039
719,719,1.9459725618362427,,
720,720,,,11.003800392150879
720,720,1.9459724426269531,,
721,721,,,11.005853652954102
721,721,1.9459724426269531,,
722,722,,,11.007905960083008
722,722,1.945972204208374,,
723,723,,,11.009956359863281
723,723,1.945972204208374,,
724,724,,,11.012002944946289
724,724,1.9459718465805054,,
725,725,,,11.014046669006348
725,725,1.9459718465805054,,
726,726,,,11.01608943939209
726,726,1.9459716081619263,,
727,727,,,11.01812744140625
727,727,1.9459714889526367,,
728,728,,,11.020166397094727
728,728,1.9459713697433472,,
729,729,,,11.022201538085938
729,729,1.9459712505340576,,
730,730,,,11.024231910705566
730,730,1.945971131324768,,
731,731,,,11.026262283325195
731,731,1.945970892906189,,
732,732,,,11.028289794921875
732,732,1.9459707736968994,,
733,733,,,11.030315399169922
733,733,1.9459706544876099,,
734,734,,,11.032336235046387
734,734,1.9459705352783203,,
735,735,,,11.034358024597168
735,735,1.9459704160690308,,
736,736,,,11.036375045776367
736,736,1.9459702968597412,,
737,737,,,11.038389205932617
737,737,1.9459702968597412,,
738,738,,,11.04040241241455
738,738,1.9459702968597412,,
739,739,,,11.042413711547852
739,739,1.9459701776504517,,
740,740,,,11.044422149658203
740,740,1.945969820022583,,
741,741,,,11.046428680419922
741,741,1.9459697008132935,,
742,742,,,11.048431396484375
742,742,1.9459697008132935,,
743,743,,,11.050433158874512
743,743,1.9459694623947144,,
744,744,,,11.052433013916016
744,744,1.9459693431854248,,
745,745,,,11.054429054260254
745,745,1.9459692239761353,,
746,746,,,11.05642318725586
746,746,1.9459689855575562,,
747,747,,,11.058416366577148
747,747,1.9459692239761353,,
748,748,,,11.060404777526855
748,748,1.9459688663482666,,
749,749,,1.9459686279296875,
749,749,,,11.062393188476562
749,749,1.9459686279296875,,
750,750,,,11.06437873840332
750,750,1.9459686279296875,,
751,751,,,11.066360473632812
751,751,1.945968508720398,,
752,752,,,11.068341255187988
752,752,1.9459683895111084,,
753,753,,,11.070320129394531
753,753,1.9459682703018188,,
754,754,,,11.072296142578125
754,754,1.9459680318832397,,
755,755,,,11.074271202087402
755,755,1.9459679126739502,,
756,756,,,11.076241493225098
756,756,1.9459679126739502,,
757,757,,,11.07821273803711
757,757,1.9459677934646606,,
758,758,,,11.080179214477539
758,758,1.945967674255371,,
759,759,,,11.082143783569336
759,759,1.9459675550460815,,
760,760,,,11.0841064453125
760,760,1.9459675550460815,,
761,761,,,11.086066246032715
761,761,1.9459673166275024,,
762,762,,,11.088025093078613
762,762,1.9459673166275024,,
763,763,,,11.089981079101562
763,763,1.9459670782089233,,
764,764,,,11.091934204101562
764,764,1.9459669589996338,,
765,765,,,11.093886375427246
765,765,1.9459667205810547,,
766,766,,,11.095836639404297
766,766,1.9459668397903442,,
767,767,,,11.097783088684082
767,767,1.9459666013717651,,
768,768,,,11.09972858428955
768,768,1.9459664821624756,,
769,769,,,11.10167121887207
769,769,1.945966362953186,,
770,770,,,11.103612899780273
770,770,1.9459664821624756,,
771,771,,,11.105548858642578
771,771,1.945966362953186,,
772,772,,,11.107487678527832
772,772,1.945966124534607,,
773,773,,,11.109420776367188
773,773,1.9459658861160278,,
774,774,,,11.111352920532227
774,774,1.9459657669067383,,
775,775,,,11.11328411102295
775,775,1.9459656476974487,,
776,776,,,11.11521053314209
776,776,1.9459655284881592,,
777,777,,,11.11713695526123
777,777,1.9459655284881592,,
778,778,,,11.119059562683105
778,778,1.9459654092788696,,
779,779,,,11.120981216430664
779,779,1.9459654092788696,,
780,780,,,11.12290096282959
780,780,1.945965051651001,,
781,781,,,11.124818801879883
781,781,1.9459649324417114,,
782,782,,,11.126733779907227
782,782,1.945965051651001,,
783,783,,,11.128646850585938
783,783,1.9459648132324219,,
784,784,,,11.130558013916016
784,784,1.9459645748138428,,
785,785,,,11.132467269897461
785,785,1.9459644556045532,,
786,786,,,11.134373664855957
786,786,1.9459644556045532,,
787,787,,,11.13627815246582
787,787,1.9459640979766846,,
788,788,,,11.138179779052734
788,788,1.945963978767395,,
789,789,,,11.140080451965332
789,789,1.945963978767395,,
790,790,,,11.14198112487793
790,790,1.945963978767395,,
791,791,,,11.143875122070312
791,791,1.9459638595581055,,
792,792,,,11.145771026611328
792,792,1.9459638595581055,,
793,793,,,11.147663116455078
793,793,1.945963740348816,,
794,794,,,11.149552345275879
794,794,1.9459635019302368,,
795,795,,,11.151440620422363
795,795,1.9459635019302368,,
796,796,,,11.153325080871582
796,796,1.9459632635116577,,
797,797,,,11.155210494995117
797,797,1.9459632635116577,,
798,798,,,11.157092094421387
798,798,1.9459631443023682,,
799,799,,1.9459630250930786,
799,799,,,11.15897274017334
799,799,1.9459630250930786,,
800,800,,,11.16085147857666
800,800,1.945962905883789,,
801,801,,,11.162727355957031
801,801,1.945962905883789,,
802,802,,,11.164600372314453
802,802,1.9459627866744995,,
803,803,,,11.166471481323242
803,803,1.94596266746521,,
804,804,,,11.168342590332031
804,804,1.94596266746521,,
805,805,,,11.170210838317871
805,805,1.9459623098373413,,
806,806,,,11.172077178955078
806,806,1.9459623098373413,,
807,807,,,11.17393970489502
807,807,1.9459620714187622,,
808,808,,,11.175802230834961
808,808,1.9459620714187622,,
809,809,,,11.177661895751953
809,809,1.9459620714187622,,
810,810,,,11.179520606994629
810,810,1.9459619522094727,,
811,811,,,11.181375503540039
811,811,1.9459617137908936,,
812,812,,,11.183231353759766
812,812,1.9459617137908936,,
813,813,,,11.18508243560791
813,813,1.9459617137908936,,
814,814,,,11.186934471130371
814,814,1.945961594581604,,
815,815,,,11.188782691955566
815,815,1.945961356163025,,
816,816,,,11.190629005432129
816,816,1.9459612369537354,,
817,817,,,11.192473411560059
817,817,1.9459611177444458,,
818,818,,,11.194316864013672
818,818,1.9459611177444458,,
819,819,,,11.196158409118652
819,819,1.9459609985351562,,
820,820,,,11.197997093200684
820,820,1.9459609985351562,,
821,821,,,11.199834823608398
821,821,1.9459608793258667,,
822,822,,,11.201668739318848
822,822,1.9459608793258667,,
823,823,,,11.203502655029297
823,823,1.9459607601165771,,
824,824,,,11.205334663391113
824,824,1.9459607601165771,,
825,825,,,11.20716381072998
825,825,1.9459604024887085,,
826,826,,,11.208992958068848
826,826,1.945960283279419,,
827,827,,,11.210817337036133
827,827,1.945960283279419,,
828,828,,,11.212640762329102
828,828,1.945960283279419,,
829,829,,,11.214465141296387
829,829,1.9459601640701294,,
830,830,,,11.21628475189209
830,830,1.9459599256515503,,
831,831,,,11.218103408813477
831,831,1.9459599256515503,,
832,832,,,11.21992015838623
832,832,1.9459596872329712,,
833,833,,,11.221733093261719
833,833,1.9459596872329712,,
834,834,,,11.223546981811523
834,834,1.945959448814392,,
835,835,,,11.225357055664062
835,835,1.9459596872329712,,
836,836,,,11.227167129516602
836,836,1.945959448814392,,
837,837,,,11.228975296020508
837,837,1.9459593296051025,,
838,838,,,11.230780601501465
838,838,1.945959210395813,,
839,839,,,11.232583999633789
839,839,1.9459590911865234,,
840,840,,,11.234384536743164
840,840,1.9459590911865234,,
841,841,,,11.236185073852539
841,841,1.9459588527679443,,
842,842,,,11.237982749938965
842,842,1.9459587335586548,,
843,843,,,11.239778518676758
843,843,1.9459587335586548,,
844,844,,,11.241573333740234
844,844,1.9459587335586548,,
845,845,,,11.243366241455078
845,845,1.9459583759307861,,
846,846,,,11.245157241821289
846,846,1.9459584951400757,,
847,847,,,11.246946334838867
847,847,1.9459582567214966,,
848,848,,,11.248732566833496
848,848,1.9459583759307861,,
849,849,,1.945958137512207,
849,849,,,11.250518798828125
849,849,1.945958137512207,,
850,850,,,11.252302169799805
850,850,1.945958137512207,,
851,851,,,11.254084587097168
851,851,1.9459580183029175,,
852,852,,,11.255865097045898
852,852,1.9459580183029175,,
853,853,,,11.25764274597168
853,853,1.9459580183029175,,
854,854,,,11.259420394897461
854,854,1.945957899093628,,
855,855,,,11.26119613647461
855,855,1.9459575414657593,,
856,856,,,11.262967109680176
856,856,1.9459575414657593,,
857,857,,,11.264739990234375
857,857,1.9459574222564697,,
858,858,,,11.266509056091309
858,858,1.9459573030471802,,
859,859,,,11.26827621459961
859,859,1.9459571838378906,,
860,860,,,11.27004337310791
860,860,1.9459573030471802,,
861,861,,,11.271806716918945
861,861,1.9459571838378906,,
862,862,,,11.27357006072998
862,862,1.945957064628601,,
863,863,,,11.2753324508667
863,863,1.945957064628601,,
864,864,,,11.277091026306152
864,864,1.9459569454193115,,
865,865,,,11.278848648071289
865,865,1.9459569454193115,,
866,866,,,11.28060531616211
866,866,1.945956826210022,,
867,867,,,11.282358169555664
867,867,1.9459565877914429,,
868,868,,,11.284111976623535
868,868,1.9459564685821533,,
869,869,,,11.28586196899414
869,869,1.9459563493728638,,
870,870,,,11.287611961364746
870,870,1.9459564685821533,,
871,871,,,11.289359092712402
871,871,1.9459563493728638,,
872,872,,,11.291104316711426
872,872,1.9459561109542847,,
873,873,,,11.292848587036133
873,873,1.9459561109542847,,
874,874,,,11.294591903686523
874,874,1.9459561109542847,,
875,875,,,11.296331405639648
875,875,1.9459561109542847,,
876,876,,,11.298070907592773
876,876,1.9459558725357056,,
877,877,,,11.29980754852295
877,877,1.9459558725357056,,
878,878,,,11.301544189453125
878,878,1.9459556341171265,,
879,879,,,11.303277969360352
879,879,1.9459558725357056,,
880,880,,,11.305010795593262
880,880,1.945955514907837,,
881,881,,,11.306739807128906
881,881,1.945955514907837,,
882,882,,,11.308470726013184
882,882,1.9459553956985474,,
883,883,,,11.310198783874512
883,883,1.9459552764892578,,
884,884,,,11.311925888061523
884,884,1.9459552764892578,,
885,885,,,11.31364917755127
885,885,1.9459552764892578,,
886,886,,,11.315372467041016
886,886,1.9459550380706787,,
887,887,,,11.317093849182129
887,887,1.9459550380706787,,
888,888,,,11.31881332397461
888,888,1.9459549188613892,,
889,889,,,11.320531845092773
889,889,1.9459549188613892,,
890,890,,,11.322246551513672
890,890,1.9459545612335205,,
891,891,,,11.32396125793457
891,891,1.94595468044281,,
892,892,,,11.325674057006836
892,892,1.9459545612335205,,
893,893,,,11.327384948730469
893,893,1.94595468044281,,
894,894,,,11.329095840454102
894,894,1.9459543228149414,,
895,895,,,11.330805778503418
895,895,1.945954442024231,,
896,896,,,11.332510948181152
896,896,1.9459542036056519,,
897,897,,,11.334216117858887
897,897,1.9459542036056519,,
898,898,,,11.335919380187988
898,898,1.9459542036056519,,
899,899,,1.9459537267684937,
899,899,,,11.337620735168457
899,899,1.9459537267684937,,
900,900,,,11.339323043823242
900,900,1.9459540843963623,,
901,901,,,11.341021537780762
901,901,1.9459539651870728,,
902,902,,,11.342718124389648
902,902,1.9459537267684937,,
903,903,,,11.344413757324219
903,903,1.945953607559204,,
904,904,,,11.346108436584473
904,904,1.945953607559204,,
905,905,,,11.347801208496094
905,905,1.9459534883499146,,
906,906,,,11.349491119384766
906,906,1.945953369140625,,
907,907,,,11.351179122924805
907,907,1.945953369140625,,
908,908,,,11.352867126464844
908,908,1.9459534883499146,,
909,909,,,11.35455322265625
909,909,1.945953369140625,,
910,910,,,11.35623836517334
910,910,1.9459532499313354,,
911,911,,,11.35792064666748
911,911,1.9459530115127563,,
912,912,,,11.359601974487305
912,912,1.945953130722046,,
913,913,,,11.361282348632812
913,913,1.9459530115127563,,
914,914,,,11.362959861755371
914,914,1.9459527730941772,,
915,915,,,11.36463737487793
915,915,1.9459527730941772,,
916,916,,,11.366311073303223
916,916,1.9459526538848877,,
917,917,,,11.367985725402832
917,917,1.9459526538848877,,
918,918,,,11.369657516479492
918,918,1.9459525346755981,,
919,919,,,11.37132740020752
919,919,1.9459525346755981,,
920,920,,,11.372997283935547
920,920,1.9459524154663086,,
921,921,,,11.374665260314941
921,921,1.9459524154663086,,
922,922,,,11.376331329345703
922,922,1.945952296257019,,
923,923,,,11.377995491027832
923,923,1.945952296257019,,
924,924,,,11.379658699035645
924,924,1.9459521770477295,,
925,925,,,11.38132095336914
925,925,1.94595205783844,,
926,926,,,11.382980346679688
926,926,1.9459518194198608,,
927,927,,,11.384639739990234
927,927,1.94595205783844,,
928,928,,,11.386295318603516
928,928,1.94595205783844,,
929,929,,,11.387950897216797
929,929,1.94595205783844,,
930,930,,,11.389604568481445
930,930,1.9459514617919922,,
931,931,,,11.391258239746094
931,931,1.9459517002105713,,
932,932,,,11.392909049987793
932,932,1.9459515810012817,,
933,933,,,11.394558906555176
933,933,1.9459514617919922,,
934,934,,,11.396207809448242
934,934,1.9459515810012817,,
935,935,,,11.39785385131836
935,935,1.9459514617919922,,
936,936,,,11.399497985839844
936,936,1.9459513425827026,,
937,937,,,11.401142120361328
937,937,1.945951223373413,,
938,938,,,11.402785301208496
938,938,1.945951223373413,,
939,939,,,11.404424667358398
939,939,1.945951223373413,,
940,940,,,11.406064987182617
940,940,1.9459511041641235,,
941,941,,,11.407702445983887
941,941,1.9459508657455444,,
942,942,,,11.409339904785156
942,942,1.9459508657455444,,
943,943,,,11.41097354888916
943,943,1.9459507465362549,,
944,944,,,11.412609100341797
944,944,1.9459505081176758,,
945,945,,,11.414240837097168
945,945,1.9459505081176758,,
946,946,,,11.415870666503906
946,946,1.9459506273269653,,
947,947,,,11.417500495910645
947,947,1.9459505081176758,,
948,948,,,11.41912841796875
948,948,1.9459505081176758,,
949,949,,1.9459503889083862,
949,949,,,11.420755386352539
949,949,1.9459503889083862,,
950,950,,,11.422380447387695
950,950,1.9459502696990967,,
951,951,,,11.424003601074219
951,951,1.9459502696990967,,
952,952,,,11.425626754760742
952,952,1.9459501504898071,,
953,953,,,11.427248001098633
953,953,1.9459501504898071,,
954,954,,,11.428866386413574
954,954,1.9459497928619385,,
955,955,,,11.430485725402832
955,955,1.945949912071228,,
956,956,,,11.432101249694824
956,956,1.945949912071228,,
957,957,,,11.433716773986816
957,957,1.9459497928619385,,
958,958,,,11.435331344604492
958,958,1.9459497928619385,,
