epoch,step,train_loss
0,49,2.1820473670959473
0,99,1.7485666275024414
0,149,1.810253620147705
0,199,1.8260210752487183
0,249,1.695671558380127
0,299,1.6736528873443604
0,349,1.8933212757110596
0,399,1.9163333177566528
