epoch,step,train_loss
0,49,1.9299654960632324
0,99,2.1204833984375
0,149,1.686946988105774
0,199,1.8315510749816895
0,249,1.9275470972061157
0,299,1.7952760457992554
0,349,1.9094312191009521
0,399,1.748678207397461
0,449,1.9957470893859863
