epoch,step,train_loss
0,49,2.0617692470550537
0,99,1.8798390626907349
0,149,1.805859923362732
0,199,1.8054511547088623
0,249,2.0242934226989746
0,299,1.9368534088134766
0,349,1.6618529558181763
0,399,2.0698795318603516
0,449,1.8954734802246094
0,499,1.8441499471664429
0,549,1.9462711811065674
0,599,1.76120126247406
