epoch,step,train_loss,val_loss
0,49,2.291048765182495,
0,99,2.302432060241699,
0,149,2.3016488552093506,
0,199,2.2945284843444824,
0,249,2.2950053215026855,
0,299,2.3088510036468506,
0,349,2.2990238666534424,
0,399,2.3039321899414062,
0,437,,2.304021120071411
1,449,2.3018248081207275,
1,499,2.3103747367858887,
1,549,2.3072965145111084,
1,599,2.303823232650757,
1,649,2.301851987838745,
1,699,2.308804512023926,
1,749,2.3042895793914795,
1,799,2.303445339202881,
1,849,2.2999515533447266,
1,875,,2.3038175106048584
2,899,2.306696891784668,
2,949,2.292363405227661,
2,999,2.304426431655884,
2,1049,2.2973175048828125,
2,1099,2.306818962097168,
2,1149,2.305818796157837,
2,1199,2.2955706119537354,
2,1249,2.3043529987335205,
2,1299,2.299220561981201,
2,1313,,2.302631139755249
3,1349,2.3040595054626465,
3,1399,2.2993359565734863,
3,1449,2.3055872917175293,
3,1499,2.296307325363159,
3,1549,2.301392078399658,
3,1599,2.3032240867614746,
3,1649,2.304769515991211,
3,1699,2.3011748790740967,
3,1749,2.29636812210083,
3,1751,,2.3042938709259033
4,1799,2.301201581954956,
4,1849,2.308032274246216,
4,1899,2.2997705936431885,
4,1949,2.3040266036987305,
4,1999,2.3086137771606445,
4,2049,2.2981925010681152,
4,2099,2.3037776947021484,
4,2149,2.3020007610321045,
4,2189,,2.3041269779205322
5,2199,2.3001527786254883,
5,2249,2.2914257049560547,
5,2299,2.29616117477417,
5,2349,2.2910091876983643,
5,2399,2.3060531616210938,
5,2449,2.3025240898132324,
5,2499,2.2940454483032227,
5,2549,2.299379825592041,
5,2599,2.3009607791900635,
5,2627,,2.302492141723633
6,2649,2.3032829761505127,
6,2699,2.300208806991577,
6,2749,2.29781174659729,
6,2799,2.3010807037353516,
6,2849,2.312190532684326,
6,2899,2.3013548851013184,
6,2949,2.301612615585327,
6,2999,2.3049850463867188,
6,3049,2.307349920272827,
6,3065,,2.303774356842041
7,3099,2.295847177505493,
7,3149,2.3045365810394287,
7,3199,2.3012473583221436,
7,3249,2.3020360469818115,
7,3299,2.3048007488250732,
7,3349,2.3052618503570557,
7,3399,2.2913758754730225,
7,3449,2.2970831394195557,
7,3499,2.309682846069336,
7,3503,,2.3034613132476807
8,3549,2.3027021884918213,
8,3599,2.302720308303833,
8,3649,2.3087220191955566,
8,3699,2.298068046569824,
8,3749,2.297562599182129,
8,3799,2.300079345703125,
8,3849,2.301706075668335,
8,3899,2.3112566471099854,
8,3941,,2.3039438724517822
9,3949,2.2972588539123535,
9,3999,2.308506965637207,
9,4049,2.3020336627960205,
9,4099,2.310220956802368,
9,4149,2.3011703491210938,
9,4199,2.307677984237671,
9,4249,2.297581195831299,
9,4299,2.3014767169952393,
9,4349,2.304821729660034,
9,4379,,2.303138494491577
